1812505621,2021556.0
62523061,2028428.0
154125871,2028683.0
1454269321,2029112.0
367576901,2029487.0
1313074319,2029968.0
565896011,2030374.0
1869530381,2030809.0
1781952281,2031399.0
417269899,2031745.0
497684459,2032050.0
1922213123,2032283.0
279228583,2032469.0
1361068453,2032663.0
1764317677,2032916.0
186966419,2033222.0
459976817,2033393.0
666892003,2033647.0
1677813437,2034039.0
355794937,2034270.0
991703893,2034570.0
2044464299,2034806.0
1967296103,2035036.0
1465949477,2035265.0
1102360657,2035429.0
236340673,2035560.0
676419697,2035894.0
1707127141,2036132.0
2053016153,2036442.0
765530291,2036640.0
945233593,2036822.0
1141644841,2037024.0
394129247,2037164.0
663488269,2037378.0
492050483,2037794.0
1119327707,2037976.0
940184029,2038174.0
1738659959,2038356.0
1703456927,2038577.0
2140181839,2038805.0
125289821,2038896.0
392303759,2039056.0
1185524531,2039255.0
1203344033,2039459.0
1909907977,2039685.0
164270287,2039829.0
1257090061,2040022.0
635530009,2040213.0
395080943,2040331.0
1746583673,2040514.0
631304029,2040625.0
1979070007,2040765.0
862351507,2040884.0
36716171,2040976.0
2101513573,2041138.0
1359998933,2041284.0
2085777077,2041485.0
323102041,2041669.0
1406039617,2041859.0
92851571,2041993.0
992463541,2042200.0
341701739,2042345.0
1025658983,2042561.0
1426835441,2042891.0
1201843751,2043059.0
498691561,2043201.0
944017201,2043338.0
654966523,2043443.0
709045889,2043570.0
1335311911,2043722.0
1564617503,2043951.0
809444177,2044117.0
1442084921,2044307.0
2038662727,2044520.0
862277917,2044699.0
1329043421,2044875.0
1096776173,2045077.0
461387141,2045223.0
112094621,2045358.0
69395063,2045640.0
913656979,2045827.0
250022537,2045963.0
1040391881,2046108.0
1336559881,2046310.0
2104470691,2046549.0
1517609887,2046697.0
717824417,2046828.0
409044821,2046956.0
1296753779,2047152.0
1682811047,2047323.0
1398147227,2047482.0
480457699,2047811.0
2136688769,2048058.0
760796683,2048275.0
414847637,2048491.0
870529787,2048664.0
1077431041,2048822.0
1607276513,2049120.0
1363722749,2049327.0
2089819001,2049572.0
30079463,2049676.0
538014023,2049836.0
1575447733,2050111.0
1354365319,2050466.0
836898169,2050653.0
325100257,2050807.0
941567953,2051047.0
1959737053,2051617.0
1517283553,2051916.0
2041484663,2052115.0
1628427583,2052314.0
1377873767,2052513.0
835145609,2052718.0
1631591407,2052883.0
1405469869,2053065.0
1550918081,2053325.0
1260919493,2053519.0
1965661813,2053674.0
1397928817,2053836.0
1419736261,2053987.0
1654976311,2054228.0
1272613033,2054446.0
582169993,2054617.0
1479316739,2054796.0
252077767,2054915.0
157192873,2055078.0
1555096687,2055233.0
1155241859,2055395.0
505557527,2055538.0
236699081,2055627.0
25761157,2055704.0
683675093,2055863.0
772689859,2055992.0
130222049,2056091.0
1288203457,2056275.0
1970221499,2056463.0
1857215027,2056613.0
940859473,2056856.0
2129313601,2056987.0
1268686301,2057155.0
1648523509,2057273.0
118001353,2057342.0
1990382137,2057463.0
2072145701,2057580.0
352360409,2057657.0
1063778941,2057778.0
1240271821,2057906.0
1999278587,2058156.0
2026288151,2058295.0
2135756299,2058435.0
746072741,2058529.0
1343930479,2058710.0
1659575681,2058847.0
1307567659,2059011.0
1515390827,2059198.0
1830170389,2059369.0
74822477,2059447.0
633064429,2059591.0
170442953,2059678.0
1493613001,2059819.0
1778916701,2060001.0
835531111,2060146.0
457742111,2060263.0
878240977,2060355.0
